id,university_short_name,program_source_code,major_code,subject_group_code
ce600b4e-3c7e-46a5-a06f-cae232b29ab9,BPH,7860214_B_C00,7860214,Q00
648099fa-aa78-457b-92fa-5e71252d271b,BPH,7860214_C00_4,7860214,C03
b09c597c-00b1-4988-a477-65b87650bfee,BPH,7860214_C00_5,7860214,C03
d76a5c23-54c9-4679-9400-73fa7cf44dee,BPH,7860214_C00_7,7860214,C03
d2d9ec0b-d60d-4d43-9f2a-16e3c02d16bd,BPH,7860214_C00_9,7860214,C03
632357f5-def7-45df-abbe-8e12a855ec33,BPH,7380101_B_C00,7380101,C03
c7b2f046-daa5-4036-84de-2319e883f9b9,BPH,7380101_B_C00,7380101,C04
92ca3f0f-b71d-4e45-a4f9-6be6b3496e49,BPH,7380101_B_C00,7380101,D01
4d004ad7-d4d1-47b1-a4df-9e94da25a42a,BPH,7380101_B_C00,7380101,Q00
67528fac-4f22-4db7-9b27-99be169a264c,BPH,7380101_B_C01,7380101,C03
a652a671-e7ce-4f98-acc6-be5e3eefb6f6,BPH,7380101_B_C01,7380101,C04
67188e8e-812e-4022-93f7-7e120c9eec50,BPH,7380101_B_C01,7380101,D01
a5ad8e3a-7089-4cde-969e-3d871b2426f0,BPH,7380101_B_C01,7380101,Q00
a9c83d5f-5852-45d7-94a2-b50890f902fe,BPH,7380101_B_C03,7380101,C03
8e55c6ae-c349-4d53-8b8e-8a3d3c8714f7,BPH,7380101_B_C03,7380101,C04
d8d4e978-4fe3-48eb-9ad5-f023d795d70f,BPH,7380101_B_C03,7380101,D01
8618d176-2dc8-4d55-ab7b-f8afcfc32ffb,BPH,7380101_B_C03,7380101,Q00
99708e88-bd3d-4ed9-a1ac-7bdbbaf58f46,BPH,7380101_N_C01,7380101,C03
c272c4dc-2128-48be-8a54-92a2cc6ca3d5,BPH,7380101_N_C01,7380101,C04
acc9b0be-ec6c-45b8-ac35-55c853df5198,BPH,7380101_N_C01,7380101,D01
60b9d7b6-c450-4005-8b65-8320e0e6b646,BPH,7380101_N_C01,7380101,Q00
9142caa7-19cb-4a61-8030-c5e597c9cdb8,BPH,7380101_N_C03,7380101,C03
946c2405-8052-4fed-9686-84c699aa8a62,BPH,7380101_N_C03,7380101,C04
41666a8e-f21e-4123-95fd-971c0ae17805,BPH,7380101_N_C03,7380101,D01
b98888e4-d39f-48d5-b54b-4fd7d50b9c11,BPH,7380101_N_C03,7380101,Q00
35d1d243-c846-484f-9b89-67fb8db7c1b4,BPH,7860214_B_C01,7860214,Q00
978503e9-4b7b-4f52-bae0-fe6cd1a6c8bb,BPH,7860214_B_C03,7860214,C03
3fca7fac-ae90-443f-a5c5-dccf3a98eac5,BPH,7860214_C01_4,7860214,C03
c4daed35-bb2d-41cd-bb5a-a05009ff6d28,BPH,7860214_C01_5,7860214,C03
a3d55727-0a36-4b9a-baa4-433126c2cfac,BPH,7860214_C01_7,7860214,C03
994637b2-876b-43d2-9809-038ff8d7d058,BPH,7860214_C01_9,7860214,C03
fb7f39f3-0579-4e11-a1ec-e9625d41e2ee,BPH,7860214_C03_4,7860214,C03
98bbb179-de85-490e-8b92-4d4dc25c8b90,BPH,7860214_C03_5,7860214,C03
ae2bc81c-42e7-49da-8e49-c49530b6b29d,BPH,7860214_C03_7,7860214,C03
b029eb54-cde1-472c-9332-1551b73c205a,BPH,7860214_C03_9,7860214,C03
c565f0d2-b302-4144-99ca-c61afade9096,BPH,7860214_B,7860214,Q00
81d6502a-423c-401a-b94b-4f51ec03ecfc,BPH,7860214_N_4,7860214,Q00
1ded9888-2978-436b-8542-6d16af6fb077,BPH,7860214_N_5,7860214,Q00
277833d8-76ff-4e8f-97bf-a0f36bc56729,BPH,7860214_N_7,7860214,Q00
5074667a-752c-4275-b095-b5f1c01d64c6,BPH,7860214_N_9,7860214,Q00
07a5ed17-3940-487b-8e69-058da5f01f30,HBT,522,522,C03
5235a176-5bb9-428f-8b84-9e60ee53403e,HBT,522,522,C04
7a407fdc-8b7b-4cae-965b-77096533f5e0,HBT,522,522,D01
084a9e31-612b-456f-9e2f-c4df1bc9fef8,HBT,522,522,X01
794415cb-a55a-46b5-bf8c-46960359e425,HBT,523,523,C03
0c51b978-e47a-47cb-887c-ea7147c81f6e,HBT,523,523,C04
3c97321b-e083-4431-af77-a93dad099e2b,HBT,523,523,D01
b7736e32-651f-44ff-a5cf-7ccd49c67c0c,HBT,523,523,X01
786f8127-66a0-4a63-9ea0-4354aa047380,HBT,527,527,C03
d97e3cb0-da63-43ce-8798-bedb9db87288,HBT,527,527,C04
e9293af7-05da-4092-bf4a-2267f63e3d46,HBT,527,527,D01
9cab417b-3c6e-41f3-926c-26fd584dfb9d,HBT,527,527,X01
6f347836-5d35-456d-be7b-d96416cb3d9e,HBT,528,528,A16
f4522455-5fca-486f-951f-40d2c646a8cf,HBT,528,528,C15
e9d735ed-35f8-4f53-8119-e229ba362f5d,HBT,528,528,D01
9d83006c-d9a5-4ec5-b92b-8ed87d69b887,HBT,528,528,R22
4f2a6532-5a30-471c-b994-6efa233fe521,HBT,529,529,A16
d9643d0e-6c10-4953-830b-b7747119eefa,HBT,529,529,C15
06db5380-20f2-4356-8d61-ab4bf1f141db,HBT,529,529,D01
de423626-1720-4bb1-ba21-23b7ce28093a,HBT,529,529,R22
7eadce93-0fd6-4359-9001-960bc13e182b,HBT,530,530,C03
